구,법정동명,단지명,지번주소,도로명주소,지상층(고),동수,세대수,관리사무소,기준일자
수정구,신흥동,청구,2464-1,공원로 340,15.0,3,493,031-748-8147,2025-07-05
수정구,신흥동,신동아파라디움,2465-7,공원로 322,20.0,3,272,031-742-0905,2025-07-05
수정구,신흥동,산성역 자이푸르지오 1단지,6961,수정로 260,29.0,13,1852,031-732-6550,2025-07-05
수정구,신흥동,산성역 자이푸르지오 2단지,6963,수정로 288,29.0,10,1270,031-744-5445,2025-07-05
수정구,신흥동,산성역 자이푸르지오 3단지,6971,희망로 531,29.0,5,840,031-742-3330,2025-07-05
수정구,신흥동,산성역 자이푸르지오 4단지,6970,희망로 533,26.0,3,812,031-749-0121,2025-07-05
수정구,양지동,우성에비뉴,1022,논골로36번길 15,15.0,4,181,031-733-7807,2025-07-05
수정구,창곡동,위례31단지,500,위례순환로 17,15.0,13,2334,031-759-9005,2025-07-05
수정구,창곡동,LH위례36단지,501,위례순환로 53,15.0,3,470,031-756-4701,2025-07-05
수정구,창곡동,위례센트럴자이,504,위례광장로 97,15.0,19,1413,031-759-9250,2025-07-05
수정구,창곡동,위례35단지,510,위례광장로 311,22.0,14,2568,031-759-8334,2025-07-05
수정구,창곡동,위례 호반베르디움(위례호반써밋에비뉴),515,위례중앙로 216,25.0,15,1137,031-752-1137,2025-07-05
수정구,창곡동,"창곡동,위례센트럴푸르지오",519,위례순환로 211,25.0,8,687,031-759-9985,2025-07-05
수정구,창곡동,위례더힐55(위례부영사랑으로),521,위례순환로 220,20.0,21,1380,031-752-2203,2025-07-05
수정구,창곡동,삼성래미안 위례,528,위례순환로 150,19.0,7,410,031-721-4651,2025-07-05
수정구,창곡동,위례자이,531,위례순환로 100,19.0,11,517,031-722-2717,2025-07-05
수정구,창곡동,"위례역푸르지오4,5,6단지",563,위례광장로 12,20.0,13,620,031-759-9498,2025-07-05
수정구,창곡동,위례자연앤래미안 e편한세상,567,위례동로 61,21.0,21,1540,031-755-8600,2025-07-05
수정구,창곡동,힐스테이트 위례,572,위례동로 15,14.0,14,621,031-759-7730,2025-07-05
수정구,창곡동,이편한세상테라스위례,575,위례동이로 24,4.0,15,360,031-759-7065,2025-07-05
수정구,창곡동,위례포레스트부영,597,헌릉로 1005,14.0,14,566,031-723-6298,2025-07-05
수정구,창곡동,위례자이더시티,512,위례중앙로 190,10.0,12,800,031-8039-6012,2025-07-05
수정구,태평동,태평선경,7308,시민로 214,5.0,9,312,031-721-1767,2025-07-05
수정구,태평동,신세계쉐덴,7336,수정로 201,14.0,6,182,031-759-4561,2025-07-05
수정구,태평동,신동아파밀리에,7341,시민로 209,13.0,2,168,031-752-7730,2025-07-05
수정구,태평동,가천대역쌍용스윗닷홈,7342,태평로 9,15.0,4,191,031-753-2456,2025-07-05
수정구,태평동,가천대역동부센트레빌1단지,7343,태평로 28,14.0,6,248,031-757-1010,2025-07-05
수정구,태평동,가천대두산위브,7346,태평로 65,15.0,8,503,031-759-8085,2025-07-05
수정구,태평동,일성오퍼스원,5113-7,성남대로 1330,13.0,1,161,031-759-1212,2025-07-05
중원구,금광동,단남,92,희망로 412,15.0,2,160,031-741-5553,2025-07-05
중원구,금광동,래미안금광,2500,황송로 77,17.0,11,1098,031-734-0972,2025-07-05
중원구,금광동,다솜마을,2528,황송로77번길 21,15.0,3,200,031-732-7555,2025-07-05
중원구,금광동,한양수자인 성남마크뷰,2600,광명로 411,25.0,7,711,031-736-2622,2025-07-05
중원구,금광동,삼익금광,3950,자혜로16번길 9,12.0,4,498,031-733-5214,2025-07-05
중원구,금광동,황송마을,2450-1,황송로 6,15.0,11,990,031-734-6415,2025-07-05
중원구,금광동,금빛그랑메종 1단지,1001,금광로 11,29.0,9,1135,031-731-1100,2025-07-05
중원구,금광동,금빛그랑메종 2단지,1003,금광로 26,22.0,4,443,031-8039-7366,2025-07-05
중원구,금광동,금빛그랑메종 3단지,1008,금광로 40,25.0,6,784,031-731-8548,2025-07-05
중원구,금광동,금빛그랑메종 4단지,1016,금광로 71,29.0,8,948,031-731-4400,2025-07-05
중원구,금광동,금빛그랑메종 5단지,1020,금광로 72,29.0,8,1102,031-734-5500,2025-07-05
중원구,금광동,금빛그랑메종 6단지,1009,금광로 39,24.0,4,908,031-733-0222,2025-07-05
중원구,도촌동,LH 동분당 센트럴파크,700,도촌남로 22,15.0,17,842,031-752-2772,2025-07-05
중원구,도촌동,휴먼시아섬마을2단지,701,도촌남로 24,15.0,6,534,031-752-7053,2025-07-05
중원구,도촌동,동분당포레스트,702,도촌남로 67,15.0,7,408,031-722-0582,2025-07-05
중원구,도촌동,휴먼시아섬마을4단지,703,도촌남로 69,15.0,5,458,031-752-7013,2025-07-05
중원구,도촌동,동분당 더 퍼스트,704,도촌북로 78,15.0,12,633,031-756-1014,2025-07-05
중원구,도촌동,휴먼시아섬마을7단지,706,도촌남로 101,15.0,12,528,031-759-0009,2025-07-05
중원구,도촌동,휴먼시아섬마을8단지,707,도촌남로 134,15.0,10,762,031-752-7104,2025-07-05
중원구,도촌동,휴먼시아섬마을9단지,708,도촌남로 148,15.0,12,1005,031-752-7445,2025-07-05
중원구,상대원동,늘푸른산성,174,사기막골로150번길 10,21.0,4,360,031-733-1024,2025-07-05
중원구,상대원동,삼익상대원,152-3,사기막골로31번길 34,12.0,2,264,031-733-2935,2025-07-05
중원구,상대원동,일성,178-6,순환로198번길 12,15.0,1,270,031-734-9585,2025-07-05
중원구,상대원동,상대원동 성지,195-5,순환로 178,6.0,8,441,031-745-3421,2025-07-05
중원구,상대원동,선경 (2차 시영),279-1,금상로 134,15.0,19,2510,031-748-4654,2025-07-05
중원구,상대원동,산호,산19-4,순환로198번길 14,12.0,1,158,031-732-4994,2025-07-05
중원구,상대원동,성남산단3단지 아파트,252-1,갈마치로 241,4.0,1,194,031-732-7775,2025-07-05
중원구,성남동,보미리전빌3,2508,광명로 114,12.0,1,150,031-721-7979,2025-07-05
중원구,성남동,성남동 현대,3121,둔촌대로 193,15.0,2,375,031-758-9834,2025-07-05
중원구,성남동,금호어울림,3126,둔촌대로171번길 6,15.0,11,507,031-758-8005,2025-07-05
중원구,성남동,성남동 여수LH1단지 (임대),4700,둔촌대로63번길 11,14.0,7,658,031-723-8866,2025-07-05
중원구,여수동,센트럴타운3단지,600,성남대로 1000,15.0,23,1039,031-752-2137,2025-07-05
중원구,여수동,연꽃마을4단지,601,여수울로 50,14.0,10,456,031-721-3391,2025-07-05
중원구,여수동,산들마을 2단지 ,602,여수울로 51,15.0,16,1171,031-754-6410,2025-07-05
중원구,은행동,은행주공,550,산성대로552번길 15,15.0,23,1900,031-734-4326,2025-07-05
중원구,은행동,은빛마을 두산위브,1740,은행로 13,15.0,6,432,031-745-2323,2025-07-05
중원구,은행동,은행동 현대,1932-6,자혜로17번길 16,15.0,14,1258,031-733-0378,2025-07-05
중원구,중앙동,힐스테이트2차,577,시민로 66,15.0,15,751,031-734-5666,2025-07-05
중원구,중앙동,힐스테이트1차,578,시민로66번길 21,15.0,7,356,031-731-8044,2025-07-05
중원구,중앙동,롯데캐슬,710,희망로 415,21.0,9,545,031-736-0600,2025-07-05
중원구,중앙동,신흥역 하늘채 랜더스원 1단지,3001,광명로 176,24.0,14,1267,031-749-8880,2025-07-05
중원구,중앙동,신흥역 하늘채 랜더스원 2단지,3006,광명로 204,27.0,3,332,031-749-9419,2025-07-05
중원구,중앙동,신흥역 하늘채 랜더스원 3단지,3007,광명로 206,25.0,4,400,031-746-3007,2025-07-05
중원구,중앙동,신흥역 하늘채 랜더스원 4단지,3005,광명로 202,,2,412,031-736-3004,2025-07-05
중원구,하대원동,하대원동 현대,190,시민로28번길 6,14.0,3,314,031-754-2320,2025-07-05
중원구,하대원동,아튼빌,249,둔촌대로 300,23.0,17,1541,031-603-3707,2025-07-05
중원구,하대원동,자이,539,둔촌대로 363,22.0,14,910,031-752-9912,2025-07-05
중원구,하대원동,성원초원,115-3,원터로18번길 19,12.0,3,281,031-721-7684,2025-07-05
분당구,구미동, 까치마을금성백조연립,20,미금일로90번길 11,4.0,6,112,031-714-7997,2025-07-05
분당구,구미동, 까치마을우방우성빌라,75,금곡로 201,3.0,8,108,031-712-4555,2025-07-05
분당구,구미동, 현대노블리스,82,금곡로 171,4.0,2,22,031-713-3563,2025-07-05
분당구,구미동, 현대노블리스,83,금곡로 171,4.0,2,22,031-713-3563,2025-07-05
분당구,구미동, 현대노블리스,84,금곡로 171,4.0,2,24,031-713-3563,2025-07-05
분당구,구미동, 현대노블리스,85,금곡로 171,4.0,2,24,031-713-3563,2025-07-05
분당구,구미동, 한양시티빌,116,미금로 111,3.0,3,30,,2025-07-05
분당구,구미동, 무지개마을동아아파트,240,구미로144번길 8,17.0,3,132,031-715-1939,2025-07-05
분당구,구미동, 빌라트Y,278-1,구미로174번길 6,4.0,6,36,031-713-7557,2025-07-05
분당구,금곡동,삼라마이다스빌,208,정자일로 21,16.0,1,74,031-717-4392,2025-07-05
분당구,대장동,힐스테이트 판교 엘포레 3단지,144,판교대장로 117,20.0,4,121,031-711-7392,2025-07-05
분당구,분당동, 샛별마을현대빌라,41,불정로 308,3.0,8,66,031-702-2637,2025-07-05
분당구,분당동, 분당풍림아이원,92,장안로51번길 6,3.0,3,35,031-703-6903,2025-07-05
분당구,분당동, 장안타운건영빌라,113,서현로 471,4.0,7,144,031-602-4413,2025-07-05
분당구,삼평동,판교푸르지오월드마크,741,대왕판교로606번길 58,13.0,1,142,031-8017-1303,2025-07-05
분당구,서현동, 백산오페라하우스,320,불정로406번길 14,4.0,2,42,031-703-9389,2025-07-05
분당구,서현동, 효자촌정도빌라,322,불정로406번길 7,4.0,7,144,031-708-0883,2025-07-05
분당구,서현동, 효자촌대명빌라,323,분당로263번길 67,4.0,6,144,031-701-5048,2025-07-05
분당구,서현동, 서현포스파크,"145,146-1",새마을로83번길 9,4.0,7,128,031-707-7893,2025-07-05
분당구,야탑동, 목련마을대진빌라,158,판교로 654,4.0,5,75,031-701-6189,2025-07-05
분당구,야탑동, 목련마을성환빌라,176,야탑로231번길 38,4.0,7,136,031-707-1423,2025-07-05
분당구,야탑동, 목련마을두원빌라,182,야탑로231번길 35,4.0,7,124,031-704-1861,2025-07-05
분당구,야탑동, 목련마을미원빌라,183,야탑로231번길 45,4.0,4,108,031-703-4131 ,2025-07-05
분당구,야탑동, 매화마을청구빌라,217,벌말로50번길 9,4.0,7,136,031-708-0771,2025-07-05
분당구,야탑동, 매화마을대창,267,벌말로30번길 11,4.0,6,112,031-708-1603,2025-07-05
분당구,야탑동, 매화마을화성빌리지,270,벌말로50번길 14,4.0,7,116,031-707-1207,2025-07-05
분당구,야탑동, 중일빌라,408,판교로610번길 9,4.0,2,38,031-705-7415,2025-07-05
분당구,야탑동, 탑마을동아연립주택,512,성남대로 884-4,4.0,6,115,031-701-2235,2025-07-05
분당구,야탑동, 진흥더블파크아파트,519,야탑로 162,15.0,2,142,031-707-0127,2025-07-05
분당구,운중동, 푸르지오하임,307,하오개로 377,4.0,11,144,031-8017-2732,2025-07-05
분당구,운중동,산운마을3단지 월든힐스,873,산운로 55,4.0,9,102,031-8017-8081,2025-07-05
분당구,운중동,산운마을2단지 월든힐스,874,산운로 37,4.0,9,100,031-8017-9905,2025-07-05
분당구,운중동,산운마을1단지  월드힐스,875,산운로 7,4.0,8,98,031-8017-5512,2025-07-05
분당구,운중동, 판교금강펜테리움레전드,926,판교원로 101,5.0,3,32,031-702-2290,2025-07-05
분당구,운중동,판교 동양파크타운,326-1 외5,하오개로363번길 12,4.0,1,20,,2025-07-05
분당구,운중동, 르씨트빌모트(Le Site Wilmotte),379-4,하오개로351번길 9,4.0,5,36,031-701-2350,2025-07-05
분당구,운중동,판교 파크하임 에비뉴, 357-1 외4,하오개로357번길 17,4.0,7,49,,2025-07-05
분당구,운중동,판교파크하임테라스,336-1,,4.0,4,38,,2025-07-05
분당구,율동,프라임힐즈,272,새마을로165번길 19,4.0,4,34,,2025-07-05
분당구,이매동,이매포스파크,296,이매로123번길 12,4.0,7,144,031-781-2894,2025-07-05
분당구,이매동,베스티아6차 연립,334-1,이매로 166,4.0,5,24,,2025-07-05
분당구,정자동,"동양정자파라곤 1단지(101, 102동)",14-3,정자일로 210,17.0,1,16,031-717-0253,2025-07-05
분당구,정자동,"동양정자파라곤 2단지(103, 104동)",14-1,정자일로 220,17.0,1,112,031-717-0253,2025-07-05
분당구,정자동,"동양정자파라곤 3단지(105, 106동)",13-1,정자일로 230,17.0,1,120,031-717-0253,2025-07-05
분당구,정자동,성원 상떼뷰리젠시 (201동),12-2,정자일로213번길 18,16.0,1,33,031-712-4856,2025-07-05
분당구,정자동,"성원 상떼뷰리젠시 (101, 102동)",12-3,정자일로213번길 10,17.0,1,53,031-712-4856,2025-07-05
분당구,판교동, 판교원마을 4단지,631,판교원로 186,3.0,6,48,031-8016-7014,2025-07-05
수정구,단대동,희망아파트(통보 5차),127,희망로506번길 13,5.0,1,72,031-743-3962,2025-07-05
수정구,단대동,단대동 행복주택,130,단대로23번길 36,7.0,1,60,031-710-3892,2025-07-05
수정구,단대동,선경단대아파트,188,산성대로383번길 28,5.0,1,60,031-733-5364,2025-07-05
수정구,단대동,훼밀리웰빙아파트,"185-13,-20",희망로 486,12.0,1,49,031-731-1912,2025-07-05
수정구,단대동,낙원아파트,"3, 3-2",수정로466번길 24,10.0,1,45,031-749-1025,2025-07-05
수정구,복정동,서울국제학교 교사주택,657-3,성남대로1480번길 21-12,4.0,4,55,031-750-1332,2025-07-05
수정구,수진동,MD아파트,2220, 산성대로 183,11.0,1,63,,2025-07-05
수정구,수진동,수진동 낙원스카이뷰,2934,수정로 94,15.0,1,39,,2025-07-05
수정구,수진동,우리빌,2965,수정로 80,14.0,1,84,,2025-07-05
수정구,수진동,와이엠프라젠1,3016,성남대로 1210,14.0,1,72,,2025-07-05
수정구,수진동,현대아파트,3379,제일로147번길 4,13.0,1,107,031-754-7523,2025-07-05
수정구,수진동,성남 밀란체3,3991,성남대로1194번길 3,15.0,1,52,,2025-07-05
수정구,수진동,밀란체2,4002,산성대로93번길 25,14.0,1,96,031-757-7234,2025-07-05
수정구,수진동,세일띠아모아아파트,4539,수정로 58,13.0,1,30,,2025-07-05
수정구,수진동,밀란체1,4557,성남대로 1215,15.0,1,45,,2025-07-05
수정구,수진동,세븐빌,4569,수정로56번길 18,7.0,1,26,,2025-07-05
수정구,수진동,산호아파트,4660,모란로 69,14.0,1,78,031-753-0813,2025-07-05
수정구,수진동,동명빌라,4781,모란로 23,4.0,3,66,031-751-7665,2025-07-05
수정구,수진동,모란아이하우스,4809,모란로 12,13.0,1,149,031-751-8449,2025-07-05
수정구,시흥동,코오롱린든그로브,320,대왕판교로 801,4.0,3,52,031-756-0855,2025-07-05
수정구,신흥동,신흥동 미래타운2차아파트,65,수정로 265,13.0,1,48,,2025-07-05
수정구,신흥동,예일 위-플러스아파트,72,수정로 263,14.0,1,49,,2025-07-05
수정구,신흥동,삼부르네상스 파크 I,179,수정로 312,15.0,1,108,031-731-9084,2025-07-05
수정구,신흥동,신흥동 세일띠아모아파트,950,수정로 282,15.0,1,52,,2025-07-05
수정구,신흥동,삼부르네상스파크Ⅱ,2476,산성대로 305,20.0,1,134,031-731-3844,2025-07-05
수정구,신흥동,신흥센트리움,3765,수정남로144번길 10,13.0,1,24,,2025-07-05
수정구,신흥동,샤르망,5180,시민로 165,15.0,1,117,,2025-07-05
수정구,신흥동,미래타운,5542-3,탄리로 62,12.0,1,24,,2025-07-05
수정구,신흥동,셀레스빌,125-2,수정로 316,15.0,1,117,,2025-07-05
수정구,양지동,굿모닝 파크빌,6,산성대로 601,13.0,1,35,,2025-07-05
수정구,양지동,주원파크빌아파트,93,수정로 566,15.0,1,88,031-744-2134,2025-07-05
수정구,양지동,주원파크빌아파트(동양연립재건축),94,수정로 568,15.0,1,62,031-744-2134,2025-07-05
수정구,양지동,양우내안에아파트,1021,논골로 24,15.0,2,67,031-742-4569,2025-07-05
수정구,양지동,성남통보3차양지아파트,743-1,논골로 34,6.0,1,78,031-732-1310,2025-07-05
수정구,양지동 ,연홍채 , 222,산성대로539번길 3-5,10.0,1,27,,2025-07-05
수정구,창곡동,위례 보미리즌빌,507,위례광장로 82,15.0,4,131,,2025-07-05
수정구,창곡동,위례 아트리버 푸르지오 2단지,529,위례순환로 130,14.0,4,90,031-751-2124,2025-07-05
수정구,창곡동,위례 아트리버 푸르지오 1단지,530,위례광장로 70,15.0,4,124,031-751-2124,2025-07-05
수정구,태평동,삼오아트빌,3505,수정로135번길 4,12.0,1,28,,2025-07-05
수정구,태평동,태평동 낙원스카이뷰,3659,수정로 131,15.0,1,72,,2025-07-05
수정구,태평동,낙원스카이뷰2,6146,성남대로 1254,15.0,1,52,,2025-07-05
수정구,태평동,동인트루빌2,6455,수정로 81,14.0,1,72,031-721-0237,2025-07-05
수정구,태평동,삼능스페이스향,6513,성남대로 1238,15.0,1,64,,2025-07-05
수정구,태평동,태평맨션,7113,모란로 123,3.0,2,30,,2025-07-05
수정구,태평동,태평아파트,7330,시민로 192,5.0,3,80,031-751-3658,2025-07-05
수정구,태평동,크란츠 힐,7337,수정북로 120,9.0,1,63,,2025-07-05
수정구,태평동,가천대역동부센트레빌2단지,7344,제일로 244,14.0,4,115,031-758-5506,2025-07-05
수정구,태평동,센트럴아파트,7345,수정로25번길 21,6.0,1,38,,2025-07-05
수정구,태평동, 통보아파트2차,2991-2,남문로 85,5.0,1,45,,2025-07-05
수정구,태평동,주민태평동락커뮤니티,7288-11,수정북로 92,12.0,1,78,,2025-07-05
수정구,고등동,판교밸리자이 1단지,582,대왕판교로 995,14.0,3,130,031-8023-9160,2025-07-05
수정구,고등동,판교밸리자이 2단지,585,대왕판교로 981,14.0,3,130,,2025-07-05
수정구,고등동,판교밸리자이 3단지,601,대왕판교로 961,14.0,2,90,,2025-07-05
중원구,금광동,현대아파트,2627,광명로395번길 7,13.0,2,124,031-745-0725,2025-07-05
중원구,금광동,금광시장,4622,산성대로426번길 5,5.0,2,42,,2025-07-05
중원구,금광동,중앙하이츠금광프리미엄 아파트,4863,광명로 359,15.0,1,41,,2025-07-05
중원구,도촌동,동분당 KCC스위첸파티오 1단지,639,도촌남로 70-16,3.0,17,153,031-752-0215,2025-07-05
중원구,도촌동,동분당 KCC스위첸파티오 2단지,705,도촌남로 88,3.0,11,50,031-759-8801,2025-07-05
중원구,상대원동, 궁전아파트,179,순환로 188,5.0,7,268,031-742-1449,2025-07-05
중원구,상대원동,월드뷰 아파트,5026,희망로 323,13.0,1,33,,2025-07-05
중원구,상대원동,현성아름빌아파트,2993-3,금상로 39,11.0,1,40,031-747-6377,2025-07-05
중원구,성남동,동부주택 브리앙뜨2,2163,광명로 115,15.0,1,84,,2025-07-05
중원구,성남동,나래주상복합아파트,2258,광명로 77,10.0,1,24,,2025-07-05
중원구,성남동,동부주택 브리앙뜨,2292,광명로 55,15.0,1,36,,2025-07-05
중원구,성남동,성남동 S.N블르버드,2334,광명로 86-4,12.0,1,39,,2025-07-05
중원구,성남동,신동아 파밀리에,2396,광명로100번길 4,14.0,1,87,031-759-6007,2025-07-05
중원구,성남동,성남동 세종그랑시아,2487,광명로100번길 5,13.0,1,62,,2025-07-05
중원구,성남동,성남동 그린빌아파트,2493,광명로 108,13.0,1,37,031-757-4624,2025-07-05
중원구,성남동,중앙아파트,2992,원터로93번길 19,6.0,1,36,,2025-07-05
중원구,성남동,수산리치빌,3141,산성대로 132,13.0,1,22,031-755-6890,2025-07-05
중원구,성남동,쉐르진아파트,3264,광명로 28,14.0,1,36,,2025-07-05
중원구,성남동,부남프라자,3279,제일로73번길 20,13.0,1,34,031-721-3279,2025-07-05
중원구,성남동,양지참빛아파트,3283,광명로 38,14.0,1,40,031-722-1127,2025-07-05
중원구,성남동,크란츠빌2,3287,제일로73번길 16,15.0,1,85,031-752-5868,2025-07-05
중원구,성남동,우원아파트(우원파크빌),3300,제일로 73,11.0,1,30,,2025-07-05
중원구,성남동,성남동 렉스아파트,3301,제일로 69,13.0,1,44,031-757-8634,2025-07-05
중원구,성남동,금오아파트,3747,광명로42번길 23,12.0,1,90,031-758-6697,2025-07-05
중원구,성남동,띠아모아파트,3753,제일로63번길 5,10.0,1,21,,2025-07-05
중원구,성남동,예건체리쉬,3754,제일로 63,10.0,1,27,,2025-07-05
중원구,성남동,SR HIGHONE 하이원,3755,제일로 59,12.0,1,44,031-722-4624,2025-07-05
중원구,성남동,대동다숲아파트,3757,제일로 55,14.0,1,62,031-721-8149,2025-07-05
중원구,성남동,한빛스위트아파트,4031,성남대로1130번길 26,12.0,1,123,031-721-5611,2025-07-05
중원구,성남동,로그인한진아파트,4859,성남대로1139번길 11,6.0,1,48,,2025-07-05
중원구,성남동,프레젠티아,4949,산성대로80번길 8,6.0,1,71,,2025-07-05
중원구,은행동,은행동 주공 2차,550,산성대로552번길 15,5.0,3,110,,2025-07-05
중원구,중앙동,성남중동3휴먼시아,711,희망로 413,16.0,2,127,031-731-6357,2025-07-05
중원구,중앙동,제일연립,6-5,산성대로360번길 9,3.0,1,42,,2025-07-05
중원구,하대원동,비제이 위채아파트,111,제일로 22,4.0,1,48,,2025-07-05
중원구,하대원동,초이스탑,332,마지로134번길 24,15.0,1,60,,2025-07-05
중원구,하대원동,와이엠프라젠,100-3,성남대로 1108,15.0,1,52,,2025-07-05
중원구,하대원동,주원파크빌,105-2,둔촌대로 154,15.0,1,70,031-751-5641,2025-07-05
중원구,하대원동,금오베스트샵,105-7,마지로 49,10.0,1,29,,2025-07-05
중원구,하대원동, 제일아파트,111-7,둔촌대로190번길 2,6.0,2,132,031-755-4631,2025-07-05
중원구,하대원동, 상일아파트,137-5,시민로6번길 5,5.0,1,40,031-755-1532,2025-07-05
중원구,하대원동, 태연스카이빌,143-1,둔촌대로 274,17.0,1,120,031-753-4450,2025-07-05
중원구,하대원동, 대원아파트,155-2,둔촌대로280번길 12,6.0,1,96,,2025-07-05
중원구,하대원동,이안 모란 센트럴파크 아파트,147-5,마지로 133,13.0,3,74,031-751-8005,2025-07-05
